ID,Value,C,D,E,F,G,H,I
16050,16050,PSOE,28.76,26.38,16.2,12.88,7.06,6.85
09091,9091,PP,5.85,50.41,31.31,2.05,8.83,0.72
06090,6090,PSOE,28.36,20.69,15.46,14.46,9.68,8.45
09052,9052,PSOE,30.49,23.7,12.45,15.32,9.1,7.5
05089,5089,PP,10.26,48.91,24.02,3.71,8.3,2.62
09045,9045,PP,13.93,45.38,22.22,2.82,10.95,2.19
09082,9082,PSOE,34.64,24.95,10.99,11.92,9.31,5.4
16038,16038,PP,25.45,27.55,17.2,13.01,7.55,6.99
06077,6077,PP,22,34.58,19.65,9.43,8.45,3.54
09047,9047,PSOE,28.69,25.09,14.29,13.69,6.12,9.12
15160,15160,PP,10.46,49.87,20.67,3.01,11.3,3.01
16039,16039,PSOE,32.64,19.17,16.51,13.09,10.63,6.07
21026,21026,PSOE,25.33,24.82,20.67,11.14,9.73,5.47
06085,6085,PSOE,26.92,26.64,15.76,14.64,8.09,5.72
06128,6128,PSOE,33.24,21.83,15.07,14.93,7.46,5.92
21023,21023,PSOE,34.7,19.22,16.04,16.98,6.9,4.48
21017,21017,PSOE,27.97,16.81,22.18,15.25,8.62,6.36
21029,21029,PP,15.83,35.64,19.81,5.14,16.46,5.24
16040,16040,PSOE,35.56,24.09,15.68,11.28,5.54,5.93
21021,21021,PSOE,25.68,22.95,20.21,11.4,11.4,5.32
16097,16097,PSOE,31.24,16.57,12.87,18.16,10.18,8.58
16080,16080,PP,17.58,39.74,20.88,5.13,11.17,4.21
08054,8054,PP,27.67,33.2,15.52,9.18,7.56,5.53
16078,16078,PSOE,33.98,17.63,18.49,15.7,6.02,4.73
16041,16041,PSOE,35.52,19.1,22.69,11.04,4.48,4.48
08053,8053,PSOE,35.23,19.2,15.36,13.52,7.51,6.01
06078,6078,PP,21.07,24.82,22.5,15,6.61,7.5
05085,5085,PP,10.15,52.47,22.73,3.05,7.46,2.61
08055,8055,PP,25.42,32.09,14.92,12.37,7.95,5.69
16052,16052,PP,26.09,30.75,15.99,14.44,5.75,6.21
09046,9046,PP,23.68,29.16,18.4,9.69,10.96,6.85
16057,16057,PSOE,33.39,20.18,20.36,9.82,8.04,6.43
06080,6080,PSOE,28.09,24.7,15.94,12.75,9.16,6.77
08062,8062,PSOE,30.29,25.59,14.1,15.4,7.83,4.7
08064,8064,PSOE,34.63,21.2,14.24,15.05,7.12,5.34
16048,16048,PSOE,28.59,22.67,17.33,12.06,10.04,6.71
06081,6081,PSOE,33.4,14.35,16.08,18.56,6.41,7.27
08157,8157,PP,21.95,35.71,15.51,8.54,10.45,6.45
16051,16051,PSOE,32.91,22.66,14.57,15.83,6.29,4.68
05100,5100,PP,13.33,47.95,20.23,2.65,11.14,3.26
06099,6099,PSOE,30.64,17.46,19.6,17.13,6.92,5.27
06089,6089,PSOE,28.84,15.05,18.97,19.59,7.84,6.58
16053,16053,PSOE,32.73,20.76,13.97,13.37,7.78,5.39
16077,16077,PSOE,36.28,19.04,20.69,10.04,7.5,4.35
05090,5090,PP,18.94,39.81,19.58,7.22,6.9,5.78
08060,8060,PP,21.87,36.64,18.6,7.44,7.67,4.62
16082,16082,PSOE,36.45,19.7,15.76,14.53,4.93,5.17
21022,21022,PSOE,29.14,20.32,16.02,17.1,9.35,6.45
08061,8061,PSOE,30,22.08,13.21,17.92,8.49,5.66
06079,6079,PP,20.71,32.14,20.18,10.71,9.29,5.71
16076,16076,PSOE,32.04,22.41,17.96,11.93,6.9,5.46
16056,16056,PSOE,33.44,19.81,16.72,16.41,5.26,6.19
08063,8063,PSOE,35.84,22.76,13.32,12.35,9.2,4.6
16081,16081,PP,14.74,38.01,22.54,7.08,10.84,4.19
16075,16075,PSOE,30.44,23.24,17.35,11.32,8.38,6.18
08065,8065,PSOE,34.48,19.07,15.82,17.85,7.1,4.06
08056,8056,PP,21.35,36.77,17.4,7.89,9.05,6.73
08052,8052,PSOE,26.82,26.17,17.48,9.91,10.75,6.73
16058,16058,PSOE,28.16,22.8,17.45,16.35,7.69,5.08
21018,21018,PSOE,33.65,19.05,19.32,11.35,8.51,4.73
06084,6084,PSOE,33.86,15.9,17.35,19.04,6.02,5.54
08051,8051,Empate,27.53,27.53,15.26,13.55,9.93,4.7
09071,9071,PP,7.66,52.69,28.25,1.58,8.04,1.08
21028,21028,PP,19.87,27.29,21.83,9.83,13.54,6
16074,16074,PSOE,35.14,16.6,15.25,18.92,5.6,6.56
08058,8058,PP,28.07,34.05,15.45,8.14,7.14,5.81
08068,8068,PSOE,35.38,23.12,12.08,12.08,8.41,6.65
08066,8066,PSOE,36.36,20.05,14.92,11.89,8.16,6.53
16059,16059,PSOE,30.17,27.86,13.31,12.33,8.16,6.57
08050,8050,PSOE,29.84,25.82,15.33,10.95,8.76,6.57
08148,8148,PP,22,31.94,18.06,8.44,11.91,5.44
16054,16054,PSOE,27.23,21.36,18.54,16.43,9.39,4.69
16073,16073,PSOE,34.44,20.98,19.54,12.01,7.96,3.76
08097,8097,PP,23.22,34.66,16.81,6.41,10.75,6.76
16079,16079,PP,21.4,27.64,27.02,7.93,8.55,5.54
08071,8071,PSOE,31.66,24.87,16.28,11.81,7.33,6.44
08009,8009,PP,24.16,32.59,18.67,7.59,9.49,5.27
21020,21020,PSOE,30.88,24.23,17.78,11.42,7.94,4.87
16055,16055,PSOE,34.27,23.08,17.25,13.75,6.29,2.56
08067,8067,PSOE,31.67,21.29,17.25,13.61,8.63,5.26
16070,16070,PSOE,28.22,24.75,18.73,11.02,9.41,6.61
05091,5091,PP,23.93,31.91,17.7,8.37,11.87,5.45
15162,15162,PP,11.84,48.49,21.94,4.13,8.9,2.46
08069,8069,PSOE,38.6,19.08,16.89,9.87,5.7,7.24
08059,8059,PP,20.16,34.88,16.16,11.36,11.04,5.12
16061,16061,PP,23.99,33.63,18.29,10.51,7.01,5.26
16060,16060,PP,27.83,32.33,16.42,8.71,8.11,4.5
08084,8084,PSOE,36.4,20.77,16.92,11.13,6.85,5.35
08057,8057,PP,21.6,37.83,18.59,6.68,9.03,5.37
08085,8085,PSOE,34.42,23.53,12.85,17.43,4.79,4.79
08072,8072,PSOE,33.51,26.34,12.37,9.32,11.47,4.84
16072,16072,PSOE,41.92,7.95,22.47,15.62,5.48,2.47
08086,8086,PSOE,27.18,22.51,15.5,16.77,9.55,6.58
08090,8090,PP,28.06,38.49,11.99,7.31,8.15,4.08
08007,8007,PP,8.13,54.26,25.67,2.16,8.64,0.38
08087,8087,PSOE,31.47,23.47,13.33,16.53,7.47,5.6
08073,8073,PSOE,32.61,25.49,17.19,10.47,6.92,4.94
08083,8083,PSOE,36.35,25.38,11.92,15.77,5.38,2.69
16089,16089,PSOE,33.54,24.74,16.77,6.92,9.22,6.71
08074,8074,PSOE,30.99,25.73,13.65,12.48,10.33,5.07
16071,16071,PSOE,37.02,10.58,16.83,19.87,6.41,5.77
08096,8096,PP,27.27,35.48,15.98,6.71,8.65,5.03
08075,8075,PSOE,32.37,27.22,16.29,8.04,9.07,4.74
08088,8088,PSOE,33.12,20.48,17.65,13.29,8.71,5.88
08082,8082,PSOE,35.05,20.99,12.48,14.06,7.92,5.94
08089,8089,PSOE,33.5,25,15,14.5,6.25,4
08081,8081,Empate,28.11,28.11,12.81,16.63,7.27,5.16
08008,8008,PP,19.13,35.92,22.07,8.22,10.33,3.4
16083,16083,PSOE,27.67,20.95,17.23,15.29,8.66,8.41
08076,8076,PSOE,29.53,23.49,13.65,15.66,10.29,6.49
08091,8091,PP,27.8,28.92,18.16,10.31,8.52,5.38
08080,8080,PSOE,25.05,24.65,17.16,13.41,9.27,7.69
16067,16067,PSOE,34.99,16.7,14.9,19.07,5.87,4.97
08079,8079,PSOE,32.06,24.59,13.48,16.76,7.1,4.55
08048,8048,PSOE,30.94,21.66,18.73,13.84,7,5.37
15163,15163,PP,13.9,46.03,18.73,5.96,9.55,3.72
08077,8077,PSOE,34.06,22.64,12.99,15.75,7.09,5.51
21019,21019,PSOE,29.48,17.66,20.65,12.64,10.87,5.43
08049,8049,PP,22.7,36.21,14.08,7.33,13.51,4.89
16088,16088,PP,21.98,28.13,18.79,15.03,8.43,5.58
15161,15161,PP,9.01,44.83,26.81,3.84,10.78,2.58
16064,16064,PP,28.65,32.62,16.6,10.07,6.95,3.55
08010,8010,PP,22.31,30.43,16.64,8.7,10.21,9.26
16096,16096,PP,22.95,25.72,22.28,11.31,11.31,4.88
15172,15172,PP,15.96,41.31,23.29,4.38,9.27,2.83
08078,8078,PSOE,30.65,27.07,14.09,12.75,8.28,5.37
08006,8006,PP,9.95,49.47,22.78,1.66,13.27,2.11
16085,16085,PSOE,30.06,20,19.87,12.58,9.31,6.04
08092,8092,PSOE,33.45,29.93,12.32,11.62,5.46,5.63
16066,16066,PSOE,28.15,23.83,15.37,12.61,9.5,7.43
08047,8047,PSOE,31.65,21.71,15.41,14.71,8.12,5.6
08095,8095,PP,25.75,34.04,15.03,7.72,10.56,5.44
15166,15166,PP,12.52,51.36,14.88,5.26,10.34,3.45
08094,8094,PP,24.14,30.64,13.93,10.61,11.14,6.5
08149,8149,PP,25.21,32.42,18.22,8.47,8.05,5.3
08093,8093,PP,24.92,32.8,16.72,10.29,7.56,5.47
08011,8011,PSOE,34.34,21.43,14.29,14.84,7.69,5.49
08046,8046,PSOE,33.64,22.33,15.97,11.94,7.13,6.05
16087,16087,PSOE,28.9,25.53,17.3,11.81,6.75,8.02
08024,8024,PP,26.58,26.9,17.37,10.82,9.77,7.43
09043,9043,PP,10.35,54.9,20.52,2.77,7.67,2.96
08098,8098,PP,20.26,35.61,20.26,5.71,10.93,5.31
15165,15165,PP,10.67,53.2,18.6,3.81,9.76,3.35
05092,5092,PSOE,33.9,14.21,15.05,17.58,6.75,9.42
09072,9072,PP,9.51,49.37,25.63,3.78,8.12,2.58
08025,8025,PSOE,31.7,26.98,15.85,11.7,7.36,3.58
16065,16065,PSOE,30.35,19.18,16.95,14.53,8.94,7.45
08023,8023,Empate,30.07,30.07,14.29,7.64,8.31,6.81
08026,8026,PSOE,30.05,24.65,16.2,10.21,10.8,5.87
15164,15164,PP,15.46,47.08,20.61,3.9,9.61,2.09
16069,16069,PSOE,27.39,23.4,15.12,17.83,8.7,4.99
15167,15167,PP,10.06,49.86,26.54,2.09,8.1,2.23
08022,8022,PSOE,32.83,25.33,15.83,9.33,11.83,3.33
08027,8027,PP,28.87,30.94,14.98,9.74,8.28,5.36
16086,16086,PSOE,28.18,19.89,17.63,15.62,8.86,7
08021,8021,PP,28.06,31.62,18.47,7.99,5.33,5.33
08045,8045,PSOE,30.17,27.63,13.9,10.17,8.98,5.42
08029,8029,PP,23.93,29.94,16.47,9.98,11.34,6.49
15176,15176,PP,19.44,33.22,20.12,7.27,12.17,5.66
15168,15168,PP,10.03,46.2,24.62,3.94,11.1,2.24
08030,8030,PP,23.99,37.65,14.27,8.81,8.4,5.47
15182,15182,PP,13.2,35.73,27.18,5.24,11.65,4.66
08020,8020,PP,26.91,34.92,13.74,10.5,9.92,2.48
08012,8012,PP,22.47,32.72,19.93,7.6,9.79,5.99
08016,8016,PSOE,34.8,19.72,16.01,12.99,7.66,7.19
16090,16090,PSOE,30.7,25.48,15.67,11.08,9.68,5.1
08031,8031,PP,22.23,34.29,17.98,8,11.96,3.66
08028,8028,PP,22.74,33.29,15.21,11.78,9.73,5.89
08151,8151,PSOE,27.54,27.05,16.1,11.27,9.66,5.64
08015,8015,PSOE,30.39,27.29,13.07,12.91,8.66,6.05
15171,15171,PSOE,36.55,20.06,17.11,11.04,9.33,4.2
08150,8150,PP,15.5,47.99,20.78,3.44,9.07,2.18
15170,15170,PP,13.85,43.18,22.22,4.43,12.45,2.18
08099,8099,PP,25.02,30.95,16.77,8.62,10.84,5.75
08032,8032,PSOE,29.5,28.85,16.49,9.11,6.07,7.59
15173,15173,PP,12.02,47.18,24.69,2.37,10.47,2.13
08044,8044,PP,25.02,34.51,17.43,8.37,9.58,3.11
08018,8018,PSOE,40.89,19.7,12.81,12.81,5.67,7.14
08141,8141,PSOE,29.78,27.98,16.2,9.83,8.59,6.65
08140,8140,PSOE,33.16,23.81,14.46,12.17,8.29,6.53
08014,8014,PSOE,34.14,24.65,10.71,12.12,10.91,5.25
08038,8038,PP,21.96,42.54,15.78,4.29,8.92,4.97
08100,8100,PP,19.79,36.15,18.5,6.1,12.51,6.31
08145,8145,PP,23.11,30.78,19.57,7.67,12.59,4.69
08109,8109,PSOE,32.14,27.41,15.5,11.91,6.85,3.92
08036,8036,PP,19.85,36.9,16.95,7.52,11.51,5.26
08110,8110,PP,26.73,31.83,14.26,9.61,8.56,6.31
16112,16112,PP,23.42,23.66,19.35,14.22,11.95,5.26
08154,8154,PP,16.16,38.72,20.43,4.27,14.11,4.64
08163,8163,PP,23.16,29.75,16.25,9.34,12.56,6.83
08156,8156,Empate,24.92,24.92,17.06,10.65,12.82,7.14
08180,8180,PSOE,25.51,19.16,15.25,16.6,12.96,8.64
16106,16106,PP,18.67,30.82,25.31,7.54,11.81,4.27
16092,16092,PP,23.52,27.8,18.74,10.57,9.56,7.17
16093,16093,PP,25.99,28.61,15.91,9.64,11.53,6.42
16099,16099,PSOE,28.02,27.49,14.98,9.96,10.22,6.26
08138,8138,PP,9.22,51.49,23.97,2.27,9.79,1.7
08035,8035,PP,15.75,42.67,19.54,4.59,12.56,3.89
08177,8177,PSOE,27.86,24.08,15.09,12.76,11.21,6.1
08005,8005,PP,9.47,52.16,20.76,3.16,11.96,1.99
08111,8111,PP,25.12,30.74,18.82,10.05,9.16,4.14
08114,8114,PSOE,36.13,13.61,15.18,18.32,7.85,6.81
16110,16110,PP,18,25.13,21.9,9.26,15.06,7.71
08113,8113,PSOE,30.04,27.08,19.96,9.29,8.89,3.36
08115,8115,PSOE,36.2,18.33,16.97,14.93,6.33,4.75
08119,8119,PSOE,30.04,20.03,14.07,19.14,5.83,8.75
08117,8117,PSOE,30.37,24.43,10.5,15.3,9.59,6.62
08120,8120,PSOE,28.92,17.01,15.88,17.01,8.32,8.51
16111,16111,PP,18.51,34.2,20.03,6.55,13.49,4.97
08116,8116,PSOE,40.36,15.36,14.06,18.75,5.21,4.95
08137,8137,PP,9.42,49.4,24.1,2.22,11.63,1.94
08123,8123,PSOE,28.55,21.53,17.47,14.82,7.33,8.58
08133,8133,PP,16.11,35.15,29.29,7.11,8.58,2.3
16119,16119,PP,16.09,31.67,19.39,8.55,15.58,7.2
16115,16115,PP,16.23,37.43,18.94,6.2,17.14,2.59
08112,8112,PSOE,34.02,18.03,20.29,15.37,6.15,3.28
08136,8136,PP,20.82,39.53,15.99,7.81,10.16,4.09
16117,16117,PP,18.57,30.52,19.3,8.45,14.64,5.75
08126,8126,PP,26.27,28.31,16.14,13.01,8.43,6.02
08134,8134,PP,6.24,51.12,29.92,2.12,8.13,1.88
08155,8155,PSOE,27.25,21.85,18.16,11.07,12.68,7.47
16120,16120,PSOE,25.64,20.59,17.23,12.57,13.66,7.52
08122,8122,PSOE,40.74,12.04,20.14,14.58,4.4,3.7
08132,8132,PP,10.86,52.76,26.9,1.21,5.86,1.21
08158,8158,PP,11.35,50.4,22.79,3.31,9.74,1.51
08124,8124,PSOE,30.07,23.11,16.04,16.16,7.43,4.6
08147,8147,PP,12.96,43.36,27.19,2.57,9.96,2.25
08152,8152,PP,7.89,52.83,25.72,1.67,8.82,1.67
08125,8125,PSOE,25,23.3,19.22,16.33,7.31,6.97
08172,8172,PP,21.38,23.32,20.23,8.39,18.37,5.83
08135,8135,PP,11.02,42.8,27.45,4.53,10.89,2.1
08175,8175,PP,8.19,48.71,29.31,1.87,8.76,2.44
08153,8153,PP,20.68,22.47,16.62,18.04,12.37,7.27
16122,16122,PP,12.35,34.93,24.69,3.45,19.02,4.12
16125,16125,PP,14.85,41.56,21.99,4.92,12.34,3.18
08121,8121,PSOE,35.57,16.11,18.49,16.25,6.44,5.74
08179,8179,PP,18,26.3,14.77,13.78,15.75,8.86
08165,8165,PP,13.51,38.04,24.53,5.34,14.2,3.01
08162,8162,PP,22.97,24.43,16.32,12.79,13.93,7.38
08159,8159,PP,20.39,32.16,21.18,6.51,12.08,5.65
16091,16091,PP,6.52,55.7,24.12,0.63,11,0.94
08170,8170,PP,14.83,36.05,23.11,5.89,13.52,4.36
16114,16114,PP,14.46,41.38,20.31,4.1,14.67,3.2
08164,8164,PP,17.56,31.53,23.02,6.21,13.98,6.08
08178,8178,PP,16.61,32.02,21.83,6.42,15.07,6.08
21015,21015,PSOE,31.41,8.41,24.18,12.22,9.07,10.64
08166,8166,PP,23.99,24.14,20.72,11.53,10.28,6.7
16123,16123,PP,5.53,52.66,26.8,1.36,11.47,1.15
08169,8169,PP,15.5,32.39,20.51,8.31,15.57,6.07
08167,8167,PP,12.04,40.53,21.49,3.82,17.82,2.86
08176,8176,PP,13.66,38.51,24.98,5.37,13.27,2.78
08174,8174,PP,23.17,28.3,16.14,7.86,15.72,7.13
08128,8128,PP,15.81,32.82,21.76,5.05,17.54,5.23
08003,8003,PP,19.19,33.29,27.92,7.38,6.98,3.89
08001,8001,PP,11.39,36.71,28.75,7.96,7.41,4.7
08129,8129,PP,29.02,43.71,16.08,4.55,3.85,1.4
08130,8130,VOX,11.11,16.05,55.14,7.82,6.58,1.65
08002,8002,VOX,19.87,23.18,40.4,7.28,4.64,1.99
08004,8004,VOX,21.36,26.29,27.93,7.04,9.39,3.99
02097,2097,PSOE,31.41,24,10.52,10.96,10.52,11.85
02112,2112,PP,25.19,27.33,15.21,11.24,11.63,8.24
02099,2099,PP,19.03,24.18,14.47,17.15,12.49,10.31
02111,2111,PSOE,27.42,18.97,15.42,12.36,11.87,12.24
04086,4086,PP,21.9,34.74,13.05,11.11,11,6.8
04131,4131,PP,22.06,36.21,15.2,9.84,9.39,5.66
03100,3100,Empate,28.41,28.41,14.9,8.66,10.74,6.7
03097,3097,PSOE,29.11,22.41,12.41,14.81,10.76,8.61
05094,5094,PP,14.75,34.63,25.13,6.5,13.25,4.38
05104,5104,PP,9.54,46.64,22.5,3.53,14.13,2.24
05101,5101,PP,14.56,40.83,22.72,5.56,8.76,5.44
05103,5103,PP,13.15,40.96,24.78,4.93,11.88,2.4
08013,8013,PP,22.79,34.1,18.2,7.87,11.48,4.1
08182,8182,PP,12.55,44.53,23.49,4.43,10.94,3.3
08131,8131,PP,18.58,29.81,23.87,6.06,13.55,6.06
08183,8183,PP,14.04,37.13,22.62,6.03,15.27,3.11
08139,8139,PP,14.3,30.75,23.93,5.18,18.56,4.98
08181,8181,PP,18.15,35.55,21.14,6.83,12.63,4.12
08160,8160,PP,17.17,32.28,19.7,6.49,17.96,4.43
08186,8186,PP,16.74,32.36,22.32,8.23,14.78,3.63
08187,8187,PP,17.15,33.16,18.65,6.33,17.5,5.54
08161,8161,PP,20.41,33.74,16.82,5.54,18.15,4.1
08188,8188,PP,23.01,26.35,17.7,8.26,16.03,6.39
08168,8168,PSOE,23.5,15.04,16.19,14.04,16.05,11.32
08171,8171,PP,13.45,32.62,24.4,6.31,16.55,5
08185,8185,PP,16.32,31.2,24.92,8.05,13.89,4.19
08173,8173,PP,13.33,34.59,22.9,9.66,12.46,5.51
08184,8184,PP,12.83,33.21,22.18,6.24,18.35,5.28
09092,9092,PP,17.25,36.52,20.14,7.97,10.29,7.39
09080,9080,PP,20.66,32.99,17.63,9.67,11.18,6.45
10221,10221,PSOE,24.6,20.3,22.63,13.9,11.07,6.15
10216,10216,PSOE,25.3,21.7,17.84,12.52,12.38,7.72
11067,11067,PSOE,27.74,22.03,15.18,14.61,9.59,8.79
11195,11195,PSOE,26.86,20.34,15.22,16.15,9.01,10.09
11187,11187,PSOE,29.55,16.71,19.2,15.59,9.35,6.48
11196,11196,PSOE,28.16,22.21,13.35,13.71,11.41,9.47
11197,11197,PSOE,26.97,18.63,17.01,13.77,13.43,6.94
11190,11190,PSOE,28.39,16.94,18.81,13.55,12.62,7.24
11198,11198,PSOE,27.69,22.15,15.28,13.33,11.79,7.49
11192,11192,PSOE,26.76,16.13,17.08,17.44,11.83,7.65
13217,13217,PSOE,35.73,11.01,10.11,26.07,7.42,6.29
13190,13190,PSOE,33.56,15.16,12.18,21.65,5.68,9.2
14094,14094,PP,25.65,31.94,11.68,10.46,11.03,7.19
14081,14081,PSOE,30.77,18.71,15.56,17.31,10.14,6.82
14085,14085,PP,26.27,32.47,12.99,11.37,9.26,6.4
14095,14095,PP,25.5,29.7,13.59,13.42,9.9,6.54
16107,16107,PP,19.29,28.39,23.84,7.42,14.84,4.08
16126,16126,PP,20.27,28.64,19.47,6.41,19.01,5.38
16108,16108,PP,16.34,38.1,19.44,6.29,14.12,3.77
16127,16127,PP,21.61,32.61,16.5,7.29,13.81,6.39
16128,16128,PP,12.91,37.27,23.39,4.02,16.87,3.84
16124,16124,PP,16.17,26.28,22.33,5.51,20.97,6.67
16129,16129,PP,16.15,28.39,21.41,6.63,19.85,5.27
17045,17045,PSOE,29.8,13.21,23.52,16.59,7.5,6.65
17115,17115,PSOE,29.04,11.59,18.23,15.49,13.93,8.2
17096,17096,PSOE,35.35,16.44,12.48,12.73,12.11,9.64
17116,17116,PSOE,31.82,14.34,12.83,22.39,8.68,7.17
18055,18055,PSOE,24.04,16.07,18.88,15.39,14.04,8.99
18066,18066,PSOE,29.64,11.33,17.23,16.63,13.61,9.04
18062,18062,PSOE,21.92,13.98,16.44,20.25,12.53,11.74
18067,18067,PSOE,24.79,13.01,17.3,18.53,14.6,9.57
18068,18068,VOX,20.83,19.2,22.32,12.5,14.88,9.38
18064,18064,PSOE,28.81,12.44,12.33,20.1,10.57,12.02
20071,20071,PSOE,28.54,22.35,16.59,14.05,11.06,5.86
20123,20123,PP,25.27,28.08,16.07,9.36,11.23,7.8
20124,20124,PP,19.07,30.27,22.95,8.09,12.97,4.77
20096,20096,PSOE,31.49,21.85,14.4,10.28,11.44,7.58
20119,20119,PP,22.37,24.27,16.11,12.53,16.55,6.26
20125,20125,PP,23.76,25.95,15.01,15.01,8.16,9.04
20120,20120,PP,18.64,27.97,23.07,8.95,15.16,4.8
20126,20126,PP,23.17,23.79,23.48,10.89,12.44,3.58
21033,21033,PP,21.74,22.83,17.75,13.04,15.49,6.79
21031,21031,PSOE,24.4,20.66,17.21,13.05,13.96,8.04
03065,3065,PP,17.71,40.42,16.93,7.68,10.69,4.9
07113,7113,PP,22.64,34.7,16.04,9.7,10.32,4.98
10081,10081,PP,28.48,28.73,15.28,11.37,7.7,6.48
10198,10198,PSOE,29.15,23.56,21.21,13.54,6.68,4.15
11085,11085,PSOE,31.71,22.33,16.03,13.9,5.23,7.01
11160,11160,PSOE,45.44,11.05,15.44,15.09,6.84,2.28
12022,12022,PSOE,50,16.44,11.86,10,6.95,3.22
12034,12034,PSOE,39.91,12.88,16.31,16.42,6.39,6.04
13065,13065,PSOE,42.83,15.01,10.12,18.21,6.07,4.89
14003,14003,PSOE,35.22,21.25,10.7,13.97,8.92,7.88
14024,14024,PP,19.96,41.43,16.73,8.47,8.37,3.53
15140,15140,PP,27.34,29.01,16.3,10.53,8.09,5.91
16063,16063,PP,27.82,32.33,15.51,10.34,6.77,5.26
20085,20085,PP,29.28,29.7,15.12,11.1,7.82,5.18
01039,1039,PSOE,29.71,14.86,6.87,28.38,4.66,14.41
01040,1040,PODEMOS-IU,23.87,14.82,9.05,33.67,5.78,11.56
01121,1121,PSOE,26.89,22.92,12.39,17.97,7.43,10.9
01120,1120,PSOE,28.96,17.76,14.75,19.13,7.1,10.66
01124,1124,PP,19.45,31.23,17.53,13.97,7.67,7.67
01123,1123,PSOE,29.68,26.28,11.68,15.57,6.81,8.52
02029,2029,PSOE,30.17,11.78,11.49,26.15,8.05,10.63
02088,2088,PSOE,26.1,21.94,14.09,18.48,6.93,9.47
04107,4107,PP,15.4,37.05,25.22,8.48,7.81,3.35
04106,4106,PP,20.03,37.35,19.52,7.13,9.85,5.09
07002,7002,PP,27.74,33.33,15.97,8.98,7.78,4.99
07005,7005,PP,22.5,31.39,14.17,13.61,6.67,9.72
07082,7082,PP,11.94,47.01,23.43,6.12,7.76,2.24
07083,7083,PP,9.58,55.77,20.64,2.95,7.62,1.97
10111,10111,PSOE,33.55,22.26,13.95,21.59,3.65,2.66
10110,10110,PSOE,37.5,21.81,11.7,16.22,3.46,5.59
11021,11021,PSOE,31.25,19.82,16.25,20,6.25,4.11
11019,11019,PSOE,29.21,25.28,16.01,14.04,5.9,8.99
13089,13089,PSOE,36,17.54,11.69,20.62,4.31,7.38
13087,13087,PSOE,31.23,20.06,14.04,18.05,8.31,7.16
14020,14020,PP,25.85,38.45,11.15,8.89,7.75,6.14
14019,14019,PP,27,27.5,16.5,16,6,5
14067,14067,PSOE,33.94,19.08,10.84,20.08,6.22,7.43
14066,14066,PSOE,35,16.47,12.65,20.88,8.24,4.41
15053,15053,PSOE,30.76,21.57,15.89,14.87,8.02,6.56
15052,15052,PSOE,29.66,20.62,16.38,13.84,9.04,7.34
16047,16047,PP,29.38,33.51,15.72,10.57,5.67,4.12
16042,16042,PP,25.98,27.73,18.34,9.39,13.32,3.28
20019,20019,PSOE,39.48,18.12,14.56,13.59,7.12,4.85
20020,20020,PSOE,38.51,14.03,14.33,16.42,8.06,6.57
20025,20025,PSOE,40,11.86,17.21,15.81,4.88,8.37
20024,20024,PSOE,39.36,12.41,9.22,20.92,6.03,8.16
20038,20038,PSOE,37.64,15.52,16.38,14.66,8.62,6.03
20037,20037,PSOE,37.32,18.9,16.03,15.79,4.78,6.22
21009,21009,PP,23.99,29.93,16.15,11.16,10.21,7.36
21008,21008,PP,24.95,32.14,13.95,9.09,11.84,6.34
14014,14014,PP,24.73,36.25,13.86,11.3,7.89,4.48
14077,14077,PSOE,31.9,22.53,12.66,16.96,7.34,6.08
04096,4096,PP,11.64,48.86,20.37,5.82,9.36,2.49
04095,4095,PP,18.9,42.26,17.85,5.25,9.45,4.46
10033,10033,PSOE,28.66,20.82,14.02,18.76,7.22,9.28
10034,10034,PSOE,32.54,19.7,14.93,15.52,6.57,7.46
13115,13115,PSOE,40.2,8.78,12.21,23.28,4.07,4.58
13114,13114,PSOE,42.81,13.4,10.78,18.95,7.19,4.9
18046,18046,PSOE,28.18,10.18,16,23.27,10.91,9.27
18042,18042,PSOE,34.14,9.52,13.24,25.05,5.58,9.3
18051,18051,PSOE,26.77,15.12,15.86,16.23,12.76,10.29
18023,18023,PSOE,36.51,9.97,13.2,19.35,9.53,8.06
18045,18045,PSOE,50,1.45,22.46,15.22,3.62,2.17
18057,18057,PSOE,25.02,15.93,20.43,14.43,12.43,9.09
19042,19042,PSOE,28.47,17.33,17.77,14.16,10.84,9.37
19001,19001,PSOE,28.74,17.39,21.5,16.91,5.07,6.28
19052,19052,PSOE,24.38,15.34,21.37,16.35,11.69,7.95
19049,19049,PSOE,28,20.83,16.85,12.71,12.1,7.26
19044,19044,PSOE,33.7,13,12.11,21.04,10.24,8.04
18059,18059,PSOE,30.66,10.82,13.63,19.93,10.82,11.16
