ID,Value,C,D,E,F,G,H,I
13177,13177,PSOE,43.92,12.15,8.96,20.04,7.04,5.12
02039,2039,PP,20.97,23.27,16.82,21.89,4.38,10.14
10147,10147,PSOE,32.12,24.37,14.56,13.77,7.28,5.85
13042,13042,PSOE,35.4,14.29,13.04,22.36,4.35,7.87
10133,10133,PSOE,29.2,28.5,12.9,12.6,6.7,8
13164,13164,PSOE,36.38,19.79,15.53,16.6,4.47,4.89
14055,14055,PSOE,33.47,22.04,13.23,17.23,6.41,5.81
10149,10149,PSOE,32.26,25.56,13.4,15.14,7.69,3.72
10119,10119,PP,25.28,30.74,17.13,11.57,9.17,4.81
02091,2091,PP,25.57,26.95,13.22,14.36,8.56,10.08
02036,2036,PSOE,26.5,25.04,16.26,17.89,5.69,6.99
10005,10005,PSOE,36.05,15.77,16.46,18.02,4.33,6.93
19051,19051,PSOE,26.13,19.08,16.73,15.79,11.94,7.14
13176,13176,PSOE,40.5,15.79,9.61,19.68,5.03,6.86
03025,3025,PP,23.84,24.92,14.29,13.63,12.19,9.31
02058,2058,PSOE,27.53,24.91,13.47,17.52,6.56,7.75
10004,10004,PSOE,33.98,15.32,20.06,17.27,5.85,4.46
11056,11056,PSOE,33.03,22.4,14.32,15.47,5.31,6.7
02041,2041,PSOE,28.5,20.41,12.23,17.31,9.5,9.88
02059,2059,PSOE,26.6,23.75,12.59,16.86,5.46,13.3
10062,10062,PSOE,41.28,14.07,12.84,18.96,5.2,5.5
10142,10142,PP,25.47,26.18,17.69,15.8,6.96,5.19
19041,19041,PSOE,25.52,21,12.88,14.85,14.27,8.24
02034,2034,PP,27.69,30.05,12.93,13.48,7.1,6.74
13175,13175,PSOE,35.71,14.09,10.42,21.81,7.92,8.69
10138,10138,PP,25.96,33.19,15.96,13.19,7.66,2.98
10150,10150,PSOE,34.54,27.02,11.14,14.76,5.01,6.41
10139,10139,PSOE,34.9,21.39,14.63,18.01,4.88,5.25
02035,2035,PP,23.34,26.06,12.95,21.47,4.43,8.69
14056,14056,PSOE,37.73,19.12,13.7,12.4,4.39,9.82
13195,13195,PSOE,37.14,11.84,11.22,21.63,8.16,6.94
11048,11048,PSOE,33.38,17.75,15.33,20.94,6.37,4.4
19046,19046,PSOE,28.96,18.63,16.41,12.64,13.13,8.78
10143,10143,PP,29.84,30.56,13.34,10.33,8.03,5.88
14054,14054,PSOE,31.78,19.43,11.94,21.46,5.26,7.49
10061,10061,PSOE,40.72,20.14,12.66,14.24,5.76,4.17
13197,13197,PSOE,28.77,17.5,15.94,23.57,4.85,7.28
02060,2060,PP,26.39,29.29,13.85,14.38,6.2,8.05
19036,19036,PSOE,31.77,13.96,12.75,20.8,8.48,10.68
10152,10152,PP,16.54,32.14,23.87,12.41,8.08,5.26
13192,13192,PSOE,38.55,19.08,12.02,16.6,5.53,5.53
11055,11055,PSOE,34.41,18.46,18.28,16.13,4.66,6.09
14053,14053,PSOE,34.43,18.48,13.67,16.46,5.06,9.87
02033,2033,PSOE,25.64,23.97,11.98,18.81,9.15,8.25
19035,19035,PSOE,35.83,15.46,9.17,20.56,7.59,9.07
11001,11001,PSOE,27.54,23.35,16.1,17.55,6.6,6.12
10144,10144,PSOE,33.89,25.37,15.56,13.33,4.26,4.44
02017,2017,PSOE,26.54,25.08,13.35,12.65,10.8,9.18
13194,13194,PSOE,33.09,11.4,12.5,23.9,7.35,7.9
13212,13212,PSOE,30.96,27.58,12.28,15.3,7.12,4.45
02086,2086,PSOE,26.04,23.15,13.66,16.67,8.68,9.95
03024,3024,PSOE,26.3,25.79,16.31,14.16,9.23,6.95
02053,2053,PP,23.66,27.95,14.2,15.18,9.38,8.21
13178,13178,PSOE,42.74,10.98,12.84,19.26,5.24,5.41
02061,2061,PSOE,24.47,22.35,20.42,16.18,7.51,6.74
10145,10145,PSOE,29.83,28.25,12.88,14.85,5.12,6.31
11049,11049,PSOE,28.42,27.34,11.33,16.5,6.84,7.52
13179,13179,PSOE,39.78,10.22,14.09,25.41,3.59,5.25
03026,3026,PP,26.34,28.35,14.31,9.75,10.21,8.57
14052,14052,PSOE,33.83,23.26,12.9,14.59,6.13,7.82
14051,14051,PSOE,34.56,18.06,13.4,17.28,7.18,6.99
19048,19048,PSOE,24.05,19.6,14.7,16.15,14.7,8.35
13193,13193,PSOE,34.15,15.85,15.16,19.34,4.36,7.67
02106,2106,PSOE,25.53,21.04,14.58,15.96,11.48,9.89
03027,3027,PSOE,27.88,24.73,15.11,13.46,8.24,7.69
13183,13183,PSOE,28.88,23.18,13.23,15.41,8.98,7.77
10146,10146,PSOE,29.94,28.82,14.81,14.65,3.18,5.73
10151,10151,PSOE,30.06,28.48,14.67,12.36,7.76,4.24
02105,2105,PP,22.9,29.45,15.49,9.13,13.96,6.82
02028,2028,PSOE,28.97,16.95,8.58,25.11,7.73,10.52
19043,19043,PSOE,27.8,19.66,10.96,19.44,12.43,8.25
02062,2062,PSOE,27.32,19.52,13.75,22.3,6.51,7.43
02032,2032,PP,22.69,29.68,9.98,19.2,8.23,9.73
02063,2063,PP,24.46,24.56,13.73,17.23,8.57,8.98
02031,2031,PSOE,28.06,24.62,13.52,16.07,8.29,8.04
14057,14057,PSOE,33.09,18.3,14.79,17.19,7.39,6.84
14059,14059,PSOE,34.68,16.89,13.6,17.94,6.58,7.32
02030,2030,PSOE,29.3,25.37,10.15,17.07,5.31,10.84
02085,2085,PSOE,30.15,28.18,9.21,15.79,8.77,6.8
11050,11050,PP,21.35,23.86,15.46,19.29,10.16,8.69
02027,2027,PSOE,28.93,25.07,12.31,17.36,7.57,8.16
13180,13180,PSOE,36.35,12.69,18.85,20,4.81,5.38
13182,13182,PSOE,26.72,25.78,12.55,17.14,7.69,7.29
02096,2096,PP,24.52,29.4,12.05,10.03,14.57,8.17
02066,2066,PSOE,26.07,23.93,12.83,14.64,11.16,9.49
19005,19005,PSOE,32.45,18.12,13.43,17.24,7.98,7.1
02065,2065,PP,23.14,24.25,12.46,20.47,7.9,8.23
10060,10060,PSOE,30.55,23.06,12.59,17.96,7.57,6.25
13201,13201,PSOE,34.01,14.5,17.66,23.79,4.28,2.97
03028,3028,PP,25.7,25.92,11.93,14.97,10.09,9.11
02064,2064,PP,22.49,30.69,13.51,17.08,6.76,7.43
14058,14058,PSOE,37.13,20.68,11.6,16.67,6.54,5.27
19006,19006,PSOE,31.63,17.96,16.97,17.79,7.08,6.75
19045,19045,PSOE,26.49,16.67,17.36,13.99,14.09,8.63
19034,19034,PSOE,32.99,13.23,11.51,21.91,9.97,9.11
02016,2016,PP,24.65,31.24,11.38,13.19,9.56,8.66
13189,13189,PSOE,35.77,16.55,15.09,18.49,3.41,9.25
13202,13202,PSOE,33.51,24.92,12.94,14.21,5.62,6.57
14005,14005,PSOE,35.12,25.05,10.71,12.21,7.92,7.28
02026,2026,PSOE,26.04,25.03,11.07,16.23,8.3,11.07
14046,14046,PSOE,36.82,19.31,11.19,18.23,6.86,6.32
03001,3001,PP,23.71,32.53,13.42,10.37,10.61,7.25
14050,14050,PSOE,37.55,18.03,13.01,16.54,5.76,6.51
02018,2018,PP,24.15,31.87,11.41,12.6,10.02,7.65
19050,19050,PSOE,28.44,24.36,14.92,14.03,9.57,7.14
02068,2068,PSOE,32.17,18.01,10.31,19.93,7.34,9.62
03023,3023,PP,23.17,30,17.94,10.16,8.73,8.1
13191,13191,PSOE,31.21,20.84,13.1,17.02,8.64,6.92
19038,19038,PSOE,36.9,12.23,12.77,19.26,8.87,7.14
14049,14049,PSOE,34.13,22.58,11.54,16.64,6.45,6.96
02069,2069,PP,23.46,23.65,15.19,17.31,8.65,8.65
19047,19047,PSOE,26.69,15.2,16.09,18.53,12.31,8.52
03099,3099,PP,25.32,25.66,16.76,12.49,9.48,8.55
03095,3095,PP,23.76,33.26,13.21,11.06,11.51,5.2
02025,2025,PSOE,27.29,20.52,11.35,19.65,8.52,10.04
02070,2070,PSOE,28.25,23.8,11.61,17.23,6.92,10.32
03022,3022,PP,25.32,29.21,13.68,15.16,8.5,6.1
10207,10207,PP,23.79,35.68,13.44,12.11,8.04,5.18
14045,14045,PSOE,28.52,28.33,12.55,17.87,5.51,4.75
14006,14006,PSOE,37.43,18.16,11.45,16.2,8.66,4.75
14004,14004,PSOE,31.67,19.09,14.11,17.43,7.88,7.19
14088,14088,PSOE,37.8,18.77,13.4,14.75,6.7,7.51
14079,14079,PSOE,30.8,22.27,13.87,14.53,8.53,8.4
19007,19007,PSOE,40.9,19.53,13.36,14.52,5.01,4.01
14060,14060,PP,25.31,28.37,19.59,12.45,8.98,3.47
19004,19004,PSOE,34.54,22.28,15.32,10.86,8.36,8.08
02108,2108,PP,23.28,28.45,16.38,10.2,12.07,8.19
10057,10057,PSOE,35.4,19.41,16.93,13.2,5.9,6.52
14048,14048,PSOE,30.38,25,14.93,15.8,5.56,5.21
19003,19003,PSOE,37.02,21.44,13.77,13.54,6.77,5.19
10219,10219,PSOE,30.32,15.56,11.7,21.97,10.78,8.14
10213,10213,PSOE,25.53,19.85,14.36,20.17,9.13,9.7
14047,14047,PSOE,30.97,20.91,12.03,17.36,5.13,11.05
02019,2019,PSOE,27.4,25.27,14.77,12.54,9.52,8.72
02024,2024,PSOE,26.66,23.29,11.04,19.64,7.86,9.07
14092,14092,PSOE,33.24,16.41,14.27,15.55,11.7,6.7
10007,10007,PSOE,37.52,16.82,18.3,14.6,7.02,4.44
03098,3098,PSOE,23.15,22.05,14.64,18.02,9.61,10.98
03014,3014,PP,23,32,15.5,10.25,8.88,8.5
19040,19040,PSOE,28.62,19.03,13.75,15.02,13.09,8.33
02075,2075,PSOE,26.7,19.51,10.84,20.1,8.57,11.92
03096,3096,PP,22.88,29.08,15.72,10.48,12.32,7.9
03089,3089,PP,18.62,36,21.77,7.11,10.7,4.84
02092,2092,PP,25.37,26.37,12.8,16.11,8.1,9.79
02071,2071,PSOE,26.36,25.83,11.53,16.01,8.86,9.61
10010,10010,PSOE,29.61,27.25,13.3,15.67,7.3,5.15
02011,2011,PSOE,25.53,24.68,18.4,10.27,10.84,8.27
02074,2074,PP,21.85,26.62,15.56,17.99,6.65,9.71
13181,13181,PSOE,47.12,11.23,13.59,16.4,5.61,4.73
10218,10218,PP,22.24,23.32,17.12,17.39,11.86,6.87
19002,19002,PSOE,32.37,20.44,14.06,13.91,9.12,7.22
10078,10078,PSOE,27.53,22.56,11.01,21.67,5.51,9.59
14062,14062,PSOE,39.58,17.88,10.07,17.53,9.03,3.99
10059,10059,PSOE,37.8,14.68,14.68,17.98,5.32,7.34
02021,2021,PSOE,27.9,20.7,9.54,19.82,7.05,12.78
03021,3021,PP,24.27,25.93,16.08,12.67,8.77,9.16
10058,10058,PSOE,29.83,19.74,18.88,18.67,4.51,5.79
03013,3013,PP,23.82,30.5,16.08,11.38,6.37,9.41
02022,2022,PSOE,33.63,20.32,9.71,17.99,8.09,8.63
02107,2107,PP,23.71,27.1,13.9,14.37,11.68,8.29
11051,11051,PP,27.16,28.49,14.3,14.54,6.49,7.57
10212,10212,PP,26.2,27.25,16.17,11.68,8.68,7.93
10009,10009,PSOE,36.78,20.04,13.22,13.84,8.26,5.99
14065,14065,PSOE,31.92,29.63,13.93,12.35,6.35,4.76
10056,10056,PSOE,35.81,17.12,12.61,21.4,5.41,5.86
10008,10008,PSOE,34.25,14.5,17.25,19.5,5.75,6.75
02087,2087,PP,24.69,29.45,13.1,11.12,11.38,8.74
13185,13185,PSOE,38.06,21.42,14.99,14.66,5.11,4.45
13187,13187,PSOE,32.72,16.36,14.37,20.91,6.26,6.83
02067,2067,PSOE,30.23,17.58,10.92,20.51,8.66,10.39
19008,19008,PSOE,36.72,19.02,14.75,15.08,6.89,5.74
02013,2013,PP,22.05,29.11,14.86,14.37,7.55,10.35
14063,14063,PSOE,32.55,28.67,10.79,12.98,8.94,4.22
03015,3015,PP,26.02,31.29,13.78,11.73,7.65,8.67
03006,3006,PP,27.58,31.52,12.23,10.87,8.63,7.81
02023,2023,PSOE,27.18,23.43,6.69,24.5,6.83,10.04
10067,10067,PSOE,27.97,21.07,16.09,17.24,10.73,6.13
02077,2077,PSOE,31.13,19.63,10.12,19.63,6.29,11.35
03007,3007,PSOE,31.72,21.66,11.03,13.93,6.77,14.12
02078,2078,PSOE,24.55,23.42,11.71,19.59,7.21,11.94
10215,10215,PSOE,30.02,20.08,15.43,16.81,8.77,7.19
19009,19009,PSOE,40.15,18.81,12.54,15.07,6.57,5.97
03029,3029,PP,22.7,33.6,16.35,7.73,9.12,8.82
19015,19015,PSOE,40.42,16.48,16.09,16.09,5.75,3.83
02079,2079,PP,22.9,28.5,14.65,16.78,7.06,7.59
10049,10049,PSOE,31.86,23.03,16.12,15.36,6.14,4.8
02089,2089,PP,24.87,27.37,18.68,11.05,8.68,8.16
14044,14044,PP,25.18,27.55,14.05,13.87,10.04,6.93
03020,3020,PP,24.88,28.11,13.43,14.05,8.71,8.96
03005,3005,PP,27.94,28.43,13.24,13.48,6.62,6.62
19012,19012,PSOE,34.26,23.51,14.74,14.14,6.57,4.38
03012,3012,PP,22.22,31.85,15.7,11.56,10.96,6.37
14068,14068,PSOE,36.11,22.5,10,17.78,6.39,6.39
10068,10068,PSOE,28.78,26.29,15.11,16.15,5.18,6.21
10077,10077,PSOE,37.7,19.11,10.47,19.9,4.97,6.28
14061,14061,PP,26.93,29.59,13.53,12.44,9.54,5.92
13184,13184,PSOE,31.59,18,13.7,20.67,7.55,6.39
11054,11054,PSOE,37.26,10.82,17.07,24.52,5.05,4.57
19011,19011,PSOE,35.77,21.15,17.11,11.2,8.4,4.67
10050,10050,PSOE,34.02,23.02,12.03,16.67,7.39,5.33
02094,2094,PP,23.5,29.66,14.21,10.77,10.77,9.37
19033,19033,PSOE,29.14,18.19,12.71,19.73,9.27,8.78
02020,2020,PP,24.64,27.01,12.12,15.68,9.75,10.01
10040,10040,PSOE,29.97,16.21,16.51,21.41,6.73,5.81
02072,2072,PP,21.44,23.88,11.5,22.71,7.41,10.72
10048,10048,PSOE,32.82,22.9,12.21,18.89,8.02,4.2
03016,3016,PSOE,32.95,19.82,11.98,15.67,9.68,7.37
19016,19016,PSOE,41.63,17.6,11.37,15.67,7.08,4.72
10055,10055,PP,25.11,27.69,17.93,14.2,7.17,5.74
19028,19028,PSOE,41.02,16.02,18.84,11.97,5.46,3.87
02109,2109,PP,24,26.7,14.9,14.5,10,8.2
03008,3008,PP,21.63,28.74,15.53,12.48,11.47,8.27
14064,14064,PSOE,29.24,25.69,14.54,17.12,6.79,5.01
13186,13186,PSOE,34.21,16.58,15.22,20.46,3.46,7.76
10217,10217,PP,24.29,27.87,14.5,16.38,6.78,7.91
10076,10076,PP,24.37,27.26,13,19.31,5.96,8.84
02073,2073,PP,24.25,24.53,12.74,18.11,8.49,10.47
14034,14034,PP,24.78,32.8,13.01,11.23,8.91,8.02
14074,14074,PP,24.76,33.25,11.08,16.27,8.02,5.19
03030,3030,PP,15.21,45.8,18.18,5.24,11.19,3.32
03092,3092,PP,18.29,38.93,20.92,5.06,11.27,4.05
03011,3011,PP,24.46,27.71,13.78,14.4,8.98,8.67
10075,10075,PSOE,25.43,22.65,17.31,15.38,9.62,7.05
14089,14089,PSOE,30.25,18.97,14.41,14.53,10.92,8.64
02015,2015,PSOE,22.36,22.26,15.01,14.8,9.67,12.49
03019,3019,PP,19.51,38.78,19.04,6.95,8.93,5.29
14069,14069,PP,25.55,27.98,13.14,18,8.52,5.35
02014,2014,PSOE,27.35,21.79,10.54,19.09,8.83,10.4
02090,2090,PSOE,26.94,20.93,13.31,17.64,9.14,9.54
19019,19019,PSOE,34.09,26.14,13.18,13.41,7.27,4.32
03018,3018,PP,23.28,31.82,16.74,11.51,8.98,6.36
03002,3002,PP,23.15,26.3,14.07,17.41,6.85,10
10051,10051,PSOE,27,26.78,14.9,15.55,9.5,4.54
10041,10041,PSOE,35.05,18.88,14.05,17.37,4.98,7.1
03017,3017,PP,23.88,31.19,14.76,11.3,8.86,8.09
02081,2081,PP,25.65,28.23,13.87,13.71,7.26,10.16
19026,19026,PSOE,33.97,24.16,17.22,13.4,5.5,3.35
14075,14075,PSOE,32.7,24.68,11.39,18.57,5.7,5.06
10047,10047,PSOE,29.74,21.87,13.7,18.66,7,4.37
03003,3003,PP,21.22,30.9,13.41,14.6,10.02,8.83
14071,14071,PSOE,30.46,28.62,10.09,15.05,8.26,6.42
14091,14091,PSOE,29.77,19.17,11.41,16.53,12.73,8.34
02080,2080,PP,19.1,36.52,16.75,9.72,9.21,7.71
10069,10069,PSOE,29.55,24.57,14.46,17.42,7,4.67
19027,19027,PSOE,39.08,20,11.26,14.48,6.44,5.52
03004,3004,PP,22.54,27.29,15.25,15.42,8.64,9.15
03009,3009,PP,22.08,32.16,15.68,11.68,9.12,7.36
03010,3010,PP,21.77,31.23,16.52,13.21,7.21,8.56
01056,1056,PODEMOS-IU,21.81,18.94,13.44,29.07,4.19,10.79
10031,10031,PSOE,32.41,19.39,8.31,19.94,8.31,8.31
14033,14033,PSOE,33.01,22.49,11,17.6,7.33,6.11
19025,19025,PSOE,38.78,22.24,13.58,14.57,6.1,3.35
01032,1032,PSOE,27.48,14.83,9.19,27.02,6.1,13.83
10038,10038,PSOE,28.54,18.11,16.63,18.86,8.44,6.95
14022,14022,PP,22.16,43.26,14.36,8.69,6.56,3.9
14036,14036,PSOE,32.61,24.86,11.53,15.5,5.41,5.59
14072,14072,PP,27.07,31.95,13.91,10.53,7.52,6.39
03076,3076,PP,13.97,45.62,23.84,5.34,6.44,4.25
02010,2010,PP,22.83,28.66,13.39,13.7,9.45,9.29
14012,14012,PSOE,30.26,29.58,11.14,14.51,8.32,4.95
10073,10073,PSOE,27.95,24.68,14.7,16.52,7.26,6.53
14037,14037,PSOE,26.44,24.52,14.56,15.9,9.2,5.36
10012,10012,PP,23.79,27.19,18.6,13.24,6.62,7.87
19024,19024,PSOE,38.17,16.94,16.67,16.4,5.91,5.11
10046,10046,PSOE,34.17,15.99,13.79,18.65,7.52,8.15
10006,10006,PSOE,27.24,17.8,16.87,16.72,8.59,10.76
19014,19014,PSOE,40.45,13.48,15.76,17.73,6.52,4.39
01054,1054,PODEMOS-IU,26.56,12.92,12.68,30.14,4.55,11.72
14093,14093,PP,21.87,29.33,17.83,10.49,11,6.95
19022,19022,PSOE,42.5,17.5,14.38,13.96,6.04,3.13
19021,19021,PSOE,37.05,22.74,13.4,11.9,7.98,4.97
01022,1022,PSOE,32.94,15.59,6.76,25.44,3.68,13.38
01057,1057,PP,23.89,27.27,16.43,15.97,6.29,8.51
14025,14025,PP,31.21,31.82,12.27,12.58,5.91,5.15
01036,1036,PSOE,31.3,13.78,4.33,31.1,4.53,12.4
10053,10053,PSOE,25.68,24.71,14.59,18.68,8.56,5.64
14026,14026,PSOE,29.03,20.55,12.92,18.43,9.32,8.05
01042,1042,PODEMOS-IU,23.79,16.25,12.38,30.37,3.87,12.19
10032,10032,PSOE,32.92,18.77,13.23,17.54,6.31,8.31
10030,10030,PSOE,33.16,17.54,14.04,18.25,6.32,7.89
14013,14013,PP,23.99,40.54,11.33,10.88,6.56,5.37
01021,1021,PSOE,25.45,18.38,12.35,21.96,6.22,12.91
14032,14032,PP,25.72,36.06,14.22,10.34,7.04,5.75
01035,1035,PODEMOS-IU,28.06,11.44,9.56,31.35,4.08,14.11
03033,3033,PP,22.82,32.04,16.21,10.87,9.61,6.7
03078,3078,PP,13.1,44.07,24.43,3.95,9.46,3.74
14038,14038,PSOE,30.65,26.88,10.48,16.67,6.45,7.8
14031,14031,PP,24.27,35.28,14.8,9.64,10.15,4.99
10072,10072,PP,22.81,32.91,13.67,16.61,5.64,6.68
02007,2007,PP,12,37.8,23.6,9.4,11.2,5
01033,1033,PODEMOS-IU,22.78,16.35,9.22,31.3,4,15.13
14021,14021,PP,25.04,38.03,13.79,7.92,8.4,4.6
14027,14027,PSOE,37.06,26.54,12.85,10.85,6.34,5.84
03077,3077,PP,16.64,41.49,22.59,4.73,9.55,3.88
10043,10043,PSOE,29.78,26.64,12.84,16.67,5.46,7.65
01053,1053,PODEMOS-IU,28.72,15.34,7.37,29.62,5.71,12.33
01050,1050,PODEMOS-IU,24.15,16.42,10.19,28.68,6.6,11.7
01030,1030,PODEMOS-IU,27.59,12.58,10.38,28.04,5.74,14.13
01023,1023,PODEMOS-IU,24.44,14.96,10.07,27.7,6.81,14.67
14039,14039,PSOE,33.06,22.2,11.19,16.53,6.01,9.52
01048,1048,PODEMOS-IU,28.28,11.93,10.56,30.32,3.07,13.12
14041,14041,PP,22.48,36.9,14.57,11.94,8.53,4.81
01058,1058,PSOE,22.48,21.19,12.92,21.96,7.75,11.37
01051,1051,PODEMOS-IU,26.77,10.67,6.08,38.26,3.12,13.63
01020,1020,PSOE,24.24,24.1,14.05,21.49,4.13,10.88
10020,10020,PSOE,29.97,19.31,14.99,23.92,5.19,6.05
14042,14042,PP,18.23,42.36,14.29,9.61,9.36,4.68
03034,3034,PP,21.36,32.92,17.34,10.32,10.63,5.68
01049,1049,PSOE,31.14,16.3,6.78,25.09,4.4,13.74
14080,14080,PSOE,28.29,26.32,13.6,12.5,12.72,5.26
03080,3080,PP,14.4,41.11,22.42,6.75,8.11,5.65
03037,3037,PP,15.85,39.53,23.37,5.89,9.86,3.66
01043,1043,PODEMOS-IU,27.67,10.27,9.22,31.87,3.98,15.51
10037,10037,PSOE,31.22,20.17,13.4,18.65,7.6,7.87
03036,3036,PP,19.69,37.52,16.74,8.37,9.77,5.12
10029,10029,PSOE,25.63,23.59,16.09,19.69,6.56,5.78
14015,14015,PP,24.87,29.98,15.52,15.34,7.58,5.29
01031,1031,PODEMOS-IU,23.6,13.54,8.12,32.69,5.61,13.93
01034,1034,PSOE,30.84,10.02,9.23,30.65,3.93,13.75
14016,14016,PSOE,30.12,29.3,13.73,12.7,6.56,5.94
01024,1024,PODEMOS-IU,24.03,12.56,8.06,33.02,5.58,14.42
10035,10035,PP,24.03,27.27,14.07,19.48,4.98,8.66
02009,2009,PSOE,27.17,27.02,12.67,14.71,9.03,7.79
02008,2008,PSOE,28.17,23.31,12,19.25,7.24,9.23
01029,1029,PODEMOS-IU,22.86,12.13,7.31,36.7,4.67,14.31
14017,14017,PP,23.82,40.08,13.61,10.4,5.48,4.91
10044,10044,PP,23.17,33.86,15.64,12.67,6.14,6.14
01019,1019,PSOE,26.33,20,11.14,25.95,6.33,8.61
14087,14087,PSOE,26.15,24.76,15.37,11.21,11.74,8.64
03082,3082,PP,14.01,49.53,17.7,3.37,10.75,3.37
14010,14010,PSOE,32.36,22.48,13.03,13.46,9.88,6.73
10021,10021,PSOE,28.66,21.82,11.07,21.01,8.14,7.33
14018,14018,PP,24.83,33.42,15.3,10.74,8.32,5.1
01047,1047,PODEMOS-IU,28.11,11.3,6.62,34.42,4.18,12.42
14028,14028,PSOE,38.21,18.32,10.53,18.32,5.07,7.21
01014,1014,PSOE,26.66,15.32,8.81,24.73,7.12,15.68
01013,1013,PODEMOS-IU,27.66,15.55,7.2,29.95,5.24,12.27
01061,1061,PSOE,25.33,19.16,10.57,22.47,9.47,11.67
19023,19023,PSOE,36.54,19.23,11.73,18.46,6.35,5.58
01062,1062,PSOE,26.53,21.15,9.83,21.52,8.72,11.32
10028,10028,PSOE,24.13,22.47,14,20.07,7.37,9.02
01046,1046,PODEMOS-IU,29.43,13.67,6.51,31.77,3.78,12.5
14030,14030,PP,27.73,29.36,17.77,9.18,9.79,4.46
14029,14029,PSOE,33.08,20.96,15,12.88,7.5,8.65
10015,10015,PSOE,34.85,17.69,14.54,18.04,6.3,6.65
10014,10014,PSOE,29,16.31,12.52,23.56,6.1,11.2
02004,2004,PP,14.37,35.47,24.46,12.23,5.96,6.12
02005,2005,PP,27.53,28.74,10.93,14.37,9.92,7.69
02006,2006,PP,23.18,25.95,16.28,15.2,9.93,7.5
03084,3084,PP,17.78,37.17,17.78,5.56,12.83,7.17
01059,1059,PSOE,29.16,17.42,9.16,22.58,6.97,12.9
14084,14084,PSOE,27.81,27.41,14.84,14.17,5.35,8.42
03094,3094,PP,18.58,46.18,16.84,4.34,10.07,2.6
01028,1028,PODEMOS-IU,25.68,14.13,6.84,31.46,6.08,13.98
01045,1045,PODEMOS-IU,27.5,11.45,9.06,28.62,5.56,14.79
10024,10024,PSOE,32.72,19.59,5.18,20.7,9.24,9.8
10027,10027,PSOE,29.64,21.68,12.01,17.47,7.02,8.89
01063,1063,PSOE,26.43,23.69,10.47,19.7,7.23,10.47
19032,19032,PSOE,32.87,16.15,16.71,15.69,10.74,5.88
10211,10211,PP,25.08,28.42,12.92,18.09,6.69,5.78
03032,3032,PP,20.44,37.47,16.49,8.86,8.86,6.4
03035,3035,PP,16.93,38.69,14.83,9.02,11.12,7.54
10036,10036,PP,25.06,26.34,17.68,15.39,5.47,8.27
10025,10025,PSOE,27.11,21.43,15.57,19.96,6.96,5.86
01066,1066,PSOE,29.13,18.74,9.37,23.68,6.81,10.05
01015,1015,PSOE,28.09,20.41,10.2,19.69,6.24,13.09
01025,1025,PSOE,27.92,17.62,11.49,21.78,5.35,14.26
01012,1012,PSOE,25.24,22.84,12.26,20.43,5.53,11.54
03039,3039,PP,20.26,40.36,18.8,7.62,7.13,5.51
10023,10023,PSOE,25.13,22.75,12.96,21.69,6.61,9.52
03038,3038,PP,16.82,44.5,17.91,5.97,9.91,3.66
01011,1011,PSOE,26.78,17.85,9.59,22.31,6.12,15.87
14040,14040,PP,24.2,28.01,17.95,15.7,6.07,6.5
10022,10022,PSOE,29.14,24.94,8.89,20.25,5.68,9.14
01027,1027,PSOE,25.62,18.52,10.19,22.84,7.56,12.81
14090,14090,PSOE,28.68,18.31,15.88,14.08,13.19,7.68
01016,1016,PSOE,28.98,16.75,8.38,23.28,6.7,13.74
01064,1064,PSOE,32.63,19.72,7.51,14.55,10.8,12.21
01018,1018,PSOE,26.55,19.33,12.77,21.74,6.66,11.01
02001,2001,PSOE,30.48,18.1,8.89,17.94,11.11,11.59
10018,10018,PSOE,30.42,25.6,12.65,17.77,6.02,5.42
02002,2002,PSOE,30.61,22.42,12,16.82,7.51,8.63
03040,3040,PP,19.7,42.99,15.53,7.58,8.52,4.36
03041,3041,PP,21.43,36.47,19.05,6.39,10.15,4.89
02003,2003,PP,19.08,30.2,20.65,10.85,9.93,7.71
10013,10013,PP,19.44,28.42,24.57,10.47,8.76,7.05
10016,10016,PP,20.22,28.95,16.07,16.07,8.31,8.59
01026,1026,PSOE,26.35,17.7,10.27,21.76,9.73,12.3
01065,1065,PODEMOS-IU,18.91,19.36,11.39,23.92,5.69,19.13
03042,3042,PP,22.24,36.33,14.23,9.12,8.98,6.49
10026,10026,PSOE,26.32,23.78,13.65,18.32,6.04,10.33
01067,1067,PSOE,27.47,22.16,11.36,19.41,5.13,12.09
03085,3085,PP,18.52,40.31,19.9,5.49,8.06,6
03071,3071,PP,17.69,45.64,15.99,6.5,8.58,3.9
01068,1068,PP,22.27,33.41,10.19,17.06,8.06,8.77
01009,1009,PSOE,26.97,23.79,10.69,16.03,8.4,12.34
01071,1071,PP,21.57,31.24,15.51,10.56,8.99,9.66
03086,3086,PP,19.06,31.86,18.49,10.67,10.81,7.4
01008,1008,PSOE,28.42,22.22,13.03,17.74,7.91,9.19
03081,3081,PP,9.43,53.75,21.43,3.14,9.35,1.93
03087,3087,PP,18.35,39.75,18.1,6.36,10.83,5.62
10206,10206,PSOE,29.71,25.48,16.01,12.55,6.79,7.81
03088,3088,PP,21.61,29.65,21.11,8.04,11.56,6.28
03044,3044,PP,21.71,31.98,14.33,9.55,11,8.68
01069,1069,PSOE,24.38,22.66,9.61,19.7,7.39,13.55
03052,3052,PP,23.53,28.92,14.71,12.25,8.5,9.8
